Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
3/29/2020,ID-KT,Kalimantan Tengah,0,0,0,0,3,0,0,3,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.00,1.17,0.00,0.00,0.00%,0.00%,0.00,1.00
3/29/2020,ID-KI,Kalimantan Timur,0,0,0,0,13,0,0,13,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,3.66,0.00,0.00,0.00%,0.00%,0.00,1.00
3/29/2020,ID-KU,Kalimantan Utara,0,0,0,0,2,0,0,2,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,3.08,0.00,0.00,0.00%,0.00%,0.00,1.00
3/29/2020,ID-LA,Lampung,0,0,0,0,3,0,0,3,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,0.33,0.00,0.00,0.00%,0.00%,1.00,1.00
3/29/2020,ID-MA,Maluku,0,0,0,0,1,0,0,1,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00%,0.00%,1.00,1.00
3/29/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,0,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,0.76,0.00,0.00,0.00%,0.00%,1.00,1.00
3/29/2020,ID-PA,Papua,2,0,0,2,8,0,0,8,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.46,1.84,0.00,0.00,0.00%,0.00%,,1.00
3/29/2020,ID-PB,Papua Barat,0,0,0,0,2,0,0,2,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,1.75,0.00,0.00,0.00%,0.00%,1.00,1.00
3/29/2020,ID-RI,Riau,1,0,0,1,1,0,0,1,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.16,0.16,0.00,0.00,0.00%,0.00%,,
3/29/2020,ID-SR,Sulawesi Barat,0,0,0,0,1,0,0,1,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,0.64,0.00,0.00,0.00%,0.00%,0.00,1.00
3/29/2020,ID-SN,Sulawesi Selatan,15,0,0,15,46,1,0,45,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,1.59,4.88,0.00,0.11,2.17%,0.00%,5.00,1.00
3/29/2020,ID-ST,Sulawesi Tengah,0,0,0,0,2,0,0,2,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,0.68,0.00,0.00,0.00%,0.00%,0.00,1.00
3/29/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00%,0.00%,1.00,1.00
3/29/2020,ID-SB,Sumatera Barat,0,0,0,0,5,0,0,5,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.00,0.91,0.00,0.00,0.00%,0.00%,1.00,1.00
3/29/2020,ID-SS,Sumatera Selatan,0,0,0,0,1,0,0,1,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.00,0.12,0.00,0.00,0.00%,0.00%,0.00,1.00
3/29/2020,ID-SU,Sumatera Utara,0,0,0,0,1,2,0,-1,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.07,0.00,0.13,200.00%,0.00%,1.00,1.00
3/30/2020,ID-AC,Aceh,0,0,0,0,5,0,0,5,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,0.95,0.00,0.00,0.00%,0.00%,1.00,1.00
3/30/2020,ID-BA,Bali,9,0,0,9,10,0,0,10,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,2.13,2.37,0.00,0.00,0.00%,0.00%,9.00,1.00
3/30/2020,ID-BT,Banten,22,0,0,22,65,6,3,56,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,2.05,6.06,0.00,0.56,9.23%,4.62%,11.00,0.00
3/30/2020,ID-JK,DKI Jakarta,31,7,0,24,270,78,37,155,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,2.86,24.89,0.65,7.19,28.89%,13.70%,0.61,0.70
3/30/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,1,0,3,2,2,-1,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.28,0.83,0.00,0.55,66.67%,66.67%,,1.00
3/30/2020,IDN,Indonesia,129,8,11,110,1414,122,75,1217,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.49,5.33,0.03,0.46,8.63%,5.30%,0.99,0.67
3/30/2020,ID-JA,Jambi,1,0,0,1,1,0,0,1,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.29,0.29,0.00,0.00,0.00%,0.00%,,
3/30/2020,ID-JB,Jawa Barat,25,0,3,22,183,18,11,154,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.55,4.05,0.00,0.40,9.84%,6.01%,0.81,0.00
3/30/2020,ID-JT,Jawa Tengah,14,1,0,13,66,8,3,55,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.38,1.81,0.03,0.22,12.12%,4.55%,2.00,0.50
3/30/2020,ID-JI,Jawa Timur,1,1,0,0,41,7,5,29,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.02,1.01,0.02,0.17,17.07%,12.20%,0.08,0.33
3/30/2020,ID-KB,Kalimantan Barat,1,0,0,1,6,0,2,4,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.18,1.11,0.00,0.00,0.00%,33.33%,0.20,1.00
3/30/2020,ID-KS,Kalimantan Selatan,5,0,0,5,5,0,0,5,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,1.24,1.24,0.00,0.00,0.00%,0.00%,,
3/30/2020,ID-KT,Kalimantan Tengah,0,0,0,0,3,0,0,3,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.00,1.17,0.00,0.00,0.00%,0.00%,1.00,1.00
3/30/2020,ID-KI,Kalimantan Timur,0,0,0,0,13,0,0,13,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,3.66,0.00,0.00,0.00%,0.00%,1.00,1.00
3/30/2020,ID-KU,Kalimantan Utara,0,0,0,0,2,0,0,2,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,3.08,0.00,0.00,0.00%,0.00%,1.00,1.00
3/30/2020,ID-BB,Kepulauan Bangka Belitung,1,0,0,1,1,0,0,1,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.72,0.72,0.00,0.00,0.00%,0.00%,,
3/30/2020,ID-KR,Kepulauan Riau,1,2,0,-1,1,2,0,-1,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.52,0.52,1.04,1.04,200.00%,0.00%,,
3/30/2020,ID-LA,Lampung,4,1,0,3,7,1,0,6,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.44,0.77,0.11,0.11,14.29%,0.00%,,
3/30/2020,ID-MA,Maluku,0,0,0,0,1,0,0,1,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00%,0.00%,1.00,1.00
3/30/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,0,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,0.76,0.00,0.00,0.00%,0.00%,1.00,1.00
3/30/2020,ID-PA,Papua,0,0,0,0,8,0,0,8,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,1.84,0.00,0.00,0.00%,0.00%,0.00,1.00
3/30/2020,ID-PB,Papua Barat,0,0,0,0,2,0,0,2,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,1.75,0.00,0.00,0.00%,0.00%,1.00,1.00
3/30/2020,ID-RI,Riau,1,0,0,1,2,0,0,2,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.16,0.33,0.00,0.00,0.00%,0.00%,1.00,1.00
3/30/2020,ID-SR,Sulawesi Barat,0,0,0,0,1,0,0,1,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,0.64,0.00,0.00,0.00%,0.00%,1.00,1.00
3/30/2020,ID-SN,Sulawesi Selatan,4,2,0,2,50,3,0,47,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.42,5.30,0.21,0.32,6.00%,0.00%,0.27,
3/30/2020,ID-ST,Sulawesi Tengah,0,0,0,0,2,0,0,2,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,0.68,0.00,0.00,0.00%,0.00%,1.00,1.00
3/30/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00%,0.00%,1.00,1.00
3/30/2020,ID-SB,Sumatera Barat,3,0,0,3,8,0,0,8,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.54,1.45,0.00,0.00,0.00%,0.00%,,1.00
3/30/2020,ID-SS,Sumatera Selatan,0,0,0,0,1,0,0,1,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.00,0.12,0.00,0.00,0.00%,0.00%,1.00,1.00
3/30/2020,ID-SU,Sumatera Utara,6,0,0,6,7,2,0,5,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.40,0.47,0.00,0.13,28.57%,0.00%,,1.00
3/31/2020,ID-AC,Aceh,0,0,0,0,5,0,0,5,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,0.95,0.00,0.00,0.00%,0.00%,1.00,1.00
3/31/2020,ID-BA,Bali,0,0,3,-3,10,0,3,7,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.00,2.37,0.00,0.00,0.00%,30.00%,0.00,1.00
3/31/2020,ID-BT,Banten,14,8,0,6,79,14,3,62,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.31,7.37,0.75,1.31,17.72%,3.80%,0.64,
3/31/2020,ID-BE,Bengkulu,1,1,0,0,1,1,0,0,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.50,0.50,0.50,0.50,100.00%,0.00%,,
3/31/2020,ID-JK,DKI Jakarta,42,9,0,33,312,87,37,188,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,3.87,28.77,0.83,8.02,27.88%,11.86%,1.35,1.29
3/31/2020,ID-YO,Daerah Istimewa Yogyakarta,5,0,0,5,8,2,2,4,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,1.38,2.20,0.00,0.55,25.00%,25.00%,5.00,1.00
3/31/2020,IDN,Indonesia,114,14,6,94,1528,136,81,1311,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.43,5.76,0.05,0.51,8.90%,5.30%,0.88,1.75
3/31/2020,ID-JA,Jambi,0,0,0,0,1,0,0,1,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,0.29,0.00,0.00,0.00%,0.00%,0.00,1.00
3/31/2020,ID-JB,Jawa Barat,9,0,0,9,192,18,11,163,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.20,4.25,0.00,0.40,9.38%,5.73%,0.36,1.00
3/31/2020,ID-JT,Jawa Tengah,12,2,0,10,78,10,3,65,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.33,2.14,0.05,0.27,12.82%,3.85%,0.86,2.00
3/31/2020,ID-JI,Jawa Timur,2,2,0,0,43,9,5,29,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.05,1.06,0.05,0.22,20.93%,11.63%,2.00,2.00
3/31/2020,ID-KB,Kalimantan Barat,0,0,0,0,6,0,2,4,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,1.11,0.00,0.00,0.00%,33.33%,0.00,1.00
3/31/2020,ID-KS,Kalimantan Selatan,2,0,0,2,7,0,0,7,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0.50,1.74,0.00,0.00,0.00%,0.00%,0.40,1.00
3/31/2020,ID-KT,Kalimantan Tengah,2,0,2,0,5,0,2,3,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.78,1.95,0.00,0.00,0.00%,40.00%,,1.00
3/31/2020,ID-KI,Kalimantan Timur,3,1,0,2,16,1,0,15,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.84,4.50,0.28,0.28,6.25%,0.00%,,
3/31/2020,ID-KU,Kalimantan Utara,0,0,0,0,2,0,0,2,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,3.08,0.00,0.00,0.00%,0.00%,1.00,1.00
3/31/2020,ID-BB,Kepulauan Bangka Belitung,1,1,0,0,2,1,0,1,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.72,1.45,0.72,0.72,50.00%,0.00%,1.00,
3/31/2020,ID-KR,Kepulauan Riau,1,0,0,1,2,2,0,0,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.52,1.04,0.00,1.04,100.00%,0.00%,1.00,0.00
3/31/2020,ID-LA,Lampung,0,1,0,-1,7,2,0,5,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,0.77,0.11,0.22,28.57%,0.00%,0.00,1.00
3/31/2020,ID-MA,Maluku,0,0,0,0,1,0,0,1,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00%,0.00%,1.00,1.00
3/31/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,0,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,0.76,0.00,0.00,0.00%,0.00%,1.00,1.00
3/31/2020,ID-NB,Nusa Tenggara Barat,2,0,0,2,2,0,0,2,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0.38,0.38,0.00,0.00,0.00%,0.00%,,
3/31/2020,ID-PA,Papua,1,0,1,0,9,0,1,8,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.23,2.07,0.00,0.00,0.00%,11.11%,,1.00
3/31/2020,ID-PB,Papua Barat,0,0,0,0,2,0,0,2,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,1.75,0.00,0.00,0.00%,0.00%,1.00,1.00
3/31/2020,ID-RI,Riau,0,0,0,0,2,0,0,2,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.00,0.33,0.00,0.00,0.00%,0.00%,0.00,1.00
3/31/2020,ID-SR,Sulawesi Barat,0,0,0,0,1,0,0,1,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,0.64,0.00,0.00,0.00%,0.00%,1.00,1.00
3/31/2020,ID-SN,Sulawesi Selatan,0,1,0,-1,50,4,0,46,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.00,5.30,0.11,0.42,8.00%,0.00%,0.00,0.50
3/31/2020,ID-ST,Sulawesi Tengah,0,0,0,0,2,0,0,2,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,0.68,0.00,0.00,0.00%,0.00%,1.00,1.00
3/31/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00%,0.00%,1.00,1.00
3/31/2020,ID-SB,Sumatera Barat,0,0,0,0,8,0,0,8,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.00,1.45,0.00,0.00,0.00%,0.00%,0.00,1.00
3/31/2020,ID-SS,Sumatera Selatan,3,0,0,3,4,0,0,4,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.37,0.49,0.00,0.00,0.00%,0.00%,,1.00
3/31/2020,ID-SU,Sumatera Utara,6,2,0,4,13,4,0,9,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.40,0.87,0.13,0.27,30.77%,0.00%,1.00,
4/1/2020,ID-AC,Aceh,0,0,0,0,5,0,0,5,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,0.95,0.00,0.00,0.00%,0.00%,1.00,1.00
4/1/2020,ID-BA,Bali,6,0,2,4,16,0,5,11,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,1.42,3.79,0.00,0.00,0.00%,31.25%,,1.00
4/1/2020,ID-BT,Banten,12,0,5,7,91,14,8,69,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.12,8.49,0.00,1.31,15.38%,8.79%,0.86,0.00
4/1/2020,ID-BE,Bengkulu,0,0,0,0,1,1,0,0,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,0.50,0.00,0.50,100.00%,0.00%,0.00,0.00
4/1/2020,ID-JK,DKI Jakarta,61,1,0,60,373,88,37,248,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,5.62,34.39,0.09,8.11,23.59%,9.92%,1.45,0.11
4/1/2020,ID-YO,Daerah Istimewa Yogyakarta,5,0,1,4,13,2,3,8,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,1.38,3.58,0.00,0.55,15.38%,23.08%,1.00,1.00
4/1/2020,IDN,Indonesia,149,21,22,106,1677,157,103,1417,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.56,6.32,0.08,0.59,9.36%,6.14%,1.31,1.50
4/1/2020,ID-JA,Jambi,0,0,0,0,1,0,0,1,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,0.29,0.00,0.00,0.00%,0.00%,1.00,1.00
4/1/2020,ID-JB,Jawa Barat,24,0,0,24,216,18,11,187,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.53,4.78,0.00,0.40,8.33%,5.09%,2.67,1.00
4/1/2020,ID-JT,Jawa Tengah,8,7,15,-14,86,17,18,51,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.22,2.36,0.19,0.47,19.77%,20.93%,0.67,3.50
4/1/2020,ID-JI,Jawa Timur,10,0,5,5,53,9,10,34,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.25,1.31,0.00,0.22,16.98%,18.87%,5.00,0.00
4/1/2020,ID-KB,Kalimantan Barat,1,0,0,1,7,0,2,5,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.18,1.29,0.00,0.00,0.00%,28.57%,,1.00
4/1/2020,ID-KS,Kalimantan Selatan,0,0,0,0,7,0,0,7,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0.00,1.74,0.00,0.00,0.00%,0.00%,0.00,1.00
4/1/2020,ID-KT,Kalimantan Tengah,0,0,0,0,5,0,2,3,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.00,1.95,0.00,0.00,0.00%,40.00%,0.00,1.00
4/1/2020,ID-KI,Kalimantan Timur,1,0,0,1,17,1,0,16,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.28,4.79,0.00,0.28,5.88%,0.00%,0.33,0.00
4/1/2020,ID-KU,Kalimantan Utara,0,0,0,0,2,0,0,2,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,3.08,0.00,0.00,0.00%,0.00%,1.00,1.00
4/1/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,2,1,0,1,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,1.45,0.00,0.72,50.00%,0.00%,0.00,0.00
